id,condiciones_clima,temperatura,temp_rocio,humedad,vel_viento,dir_viento,visibilidad,presion,precipitacion,niebla,lluvia,nieve
5095,nublado,2.2,-11.7,36.0,13.0,60,16.1,30.3,,No,No,No
4671,despejado,7.2,-6.7,37.0,9.3,0,16.1,30.2,,No,No,No
5542,nublado,18.3,15.0,81.0,7.4,0,12.9,30.1,,No,No,No
6608,despejado,7.8,2.8,71.0,9.3,150,16.1,29.8,,No,No,No
6772,principalmente_nublado,-1.1,-4.4,79.0,7.4,0,12.9,29.7,,No,No,No
783,nublado,11.1,-0.6,45.0,0.0,0,16.1,30.1,,No,No,No
1857,despejado,18.9,5.0,40.0,7.4,0,16.1,29.9,,No,No,No
5496,despejado,0.0,-12.2,40.0,13.0,60,16.1,30.2,,No,No,No
2660,nublado,2.0,-1.0,81.0,20.4,70,4.8,30.2,1.0,No,No,No
7993,despejado,18.3,11.7,65.0,7.4,0,16.1,30.2,,No,No,No
8127,despejado,23.3,15.0,59.0,,0,14.5,30.1,,No,No,No
2928,nublado,12.8,6.1,64.0,16.7,40,16.1,29.6,,No,No,No
4082,nublado,3.3,-1.7,70.0,,0,16.1,29.5,,No,No,No
7040,despejado,26.1,16.1,54.0,11.1,0,14.5,30.1,,No,No,No
7389,despejado,17.8,10.0,60.0,5.6,280,14.5,30.1,,No,No,No
6791,despejado,-2.2,-13.3,43.0,18.5,300,16.1,30.0,,No,No,No
6837,despejado,2.2,-5.0,59.0,5.6,0,16.1,30.2,,No,No,No
6600,despejado,11.7,-2.2,38.0,9.3,300,16.1,29.9,,No,No,No
7039,nublado,2.8,-5.6,54.0,14.8,290,16.1,30.1,,No,No,No
1282,parcialmente nublado,10.0,3.3,63.0,,0,16.1,29.5,,No,No,No
8234,despejado,2.8,-6.1,52.0,11.1,0,16.1,30.3,,No,No,No
6770,nublado,22.2,20.6,91.0,5.6,0,8.0,29.8,,No,No,No
7188,principalmente_nublado,7.2,-2.8,49.0,,0,16.1,30.1,,No,No,No
403,nublado,11.7,-3.9,34.0,9.3,0,16.1,29.8,,No,No,No
3149,despejado,0.0,-12.2,40.0,13.0,300,16.1,29.8,,No,No,No
7230,despejado,14.4,11.1,81.0,5.6,140,16.1,30.3,,No,No,No
5253,despejado,21.1,-7.2,14.0,18.5,340,16.1,30.0,,No,No,No
2276,despejado,21.1,15.0,68.0,7.4,0,16.1,30.1,,No,No,No
7241,despejado,5.0,-15.6,21.0,18.5,300,16.1,30.3,,No,No,No
6868,nublado,-5.0,-12.2,58.0,5.6,0,14.5,30.5,,No,No,No
6321,despejado,7.2,-0.6,58.0,5.6,0,16.1,30.0,,No,No,No
7416,parcialmente nublado,22.2,14.4,61.0,11.1,0,16.1,30.2,,No,No,No
6540,principalmente_nublado,10.0,6.7,80.0,,0,16.1,29.4,,No,No,No
2374,nublado,13.9,4.4,53.0,0.0,0,16.1,30.1,,No,No,No
3282,despejado,16.1,1.1,36.0,11.1,220,16.1,29.8,,No,No,No
539,despejado,7.2,-7.2,36.0,9.3,0,16.1,30.3,,No,No,No
8478,nublado,13.9,5.6,57.0,0.0,0,16.1,30.1,,No,No,No
8012,nublado,7.8,1.1,63.0,9.3,50,16.1,30.4,,No,No,No
1301,despejado,6.7,-3.9,47.0,24.1,180,16.1,30.1,,No,No,No
6850,parcialmente nublado,23.9,13.3,51.0,5.6,0,14.5,29.7,,No,No,No
4825,despejado,23.9,6.7,33.0,9.3,0,16.1,29.9,,No,No,No
5691,nubes dispersas,22.2,16.1,68.0,9.3,80,14.5,30.1,,No,No,No
3391,despejado,3.3,-13.3,29.0,14.8,40,16.1,30.1,,No,No,No
6323,despejado,2.8,-10.6,37.0,0.0,0,16.1,30.4,,No,No,No
7346,parcialmente nublado,1.7,-7.2,52.0,0.0,0,16.1,30.2,,No,No,No
7597,desconocido,8.0,-3.0,46.0,,0,,,,No,No,No
8468,nublado,1.1,-9.4,46.0,5.6,0,16.1,30.2,,No,No,No
7595,despejado,3.9,-13.3,28.0,,0,16.1,30.0,,No,No,No
3056,despejado,2.8,-6.7,50.0,5.6,0,16.1,30.1,,No,No,No
6443,nublado,7.2,1.1,65.0,,0,16.1,30.2,,No,No,No
347,despejado,25.0,12.8,47.0,11.1,160,12.9,29.8,,No,No,No
985,nublado,10.0,-2.2,43.0,16.7,290,16.1,29.9,,No,No,No
590,nubes dispersas,1.1,-12.8,35.0,13.0,290,16.1,29.9,,No,No,No
7435,despejado,10.6,1.7,54.0,11.1,160,16.1,30.3,,No,No,No
5607,despejado,-3.3,-17.2,34.0,,0,16.1,29.8,,No,No,No
2610,despejado,2.8,-8.9,42.0,7.4,0,16.1,30.2,,No,No,No
15,desconocido,16.0,-2.0,29.0,,0,,,,No,No,No
3439,bruma,7.8,5.0,83.0,13.0,80,9.7,29.9,,No,No,No
4298,despejado,26.7,20.6,69.0,5.6,0,16.1,29.7,,No,No,No
5751,despejado,5.6,-3.9,51.0,11.1,60,16.1,30.2,,No,No,No
4757,llovizna,8.9,7.2,89.0,16.7,60,9.7,29.7,3.0,No,Si,No
4560,nublado,3.3,-1.7,70.0,,0,16.1,29.5,,No,No,No
3096,despejado,2.2,-8.3,46.0,11.1,290,16.1,30.0,,No,No,No
1542,despejado,0.6,-13.9,34.0,0.0,0,16.1,30.4,,No,No,No
8052,despejado,9.4,1.1,56.0,0.0,0,16.1,30.2,,No,No,No
4529,nublado,8.9,7.2,89.0,7.4,0,6.4,30.0,,No,No,No
6554,nubes dispersas,1.1,-15.0,30.0,5.6,0,16.1,30.2,,No,No,No
7876,nublado,10.0,6.7,80.0,18.5,50,16.1,29.8,,No,No,No
6422,despejado,3.9,-5.0,53.0,0.0,0,16.1,30.3,,No,No,No
7438,principalmente_nublado,5.6,-6.1,43.0,16.7,310,16.1,29.8,,No,No,No
3223,llovizna,10.0,7.8,86.0,11.1,90,11.3,29.8,0.0,No,Si,No
8168,nublado,17.8,14.4,80.0,5.6,0,11.3,30.1,,No,No,No
2440,nublado,3.3,-1.7,70.0,22.2,60,16.1,30.3,,No,No,No
5066,nublado,0.0,-9.4,50.0,9.3,0,16.1,30.1,,No,No,No
8398,llovizna,11.7,10.6,93.0,5.6,0,4.0,29.9,1.8,No,Si,No
6885,despejado,21.1,7.8,42.0,13.0,50,16.1,29.8,,No,No,No
2944,bruma,10.0,7.2,83.0,14.8,80,9.7,29.8,,No,No,No
7144,llovizna,10.0,1.1,54.0,9.3,0,16.1,30.1,0.0,No,Si,No
172,despejado,2.2,-8.3,46.0,11.1,290,16.1,30.0,,No,No,No
6551,llovizna,5.6,3.9,89.0,18.5,90,4.8,29.8,0.5,No,Si,No
7845,llovizna,3.9,0.6,79.0,9.3,0,16.1,29.9,0.5,No,Si,No
4763,despejado,28.9,17.8,51.0,0.0,0,14.5,29.9,,No,No,No
799,nublado,17.8,13.9,78.0,0.0,0,11.3,30.0,,No,No,No
3602,principalmente_nublado,8.3,-2.8,46.0,20.4,280,16.1,29.9,,No,No,No
6562,lluvia,0.6,-0.6,92.0,11.1,60,2.8,30.1,0.8,No,Si,No
1504,principalmente_nublado,10.6,1.1,52.0,7.4,0,16.1,30.4,,No,No,No
3326,despejado,7.2,0.0,60.0,0.0,0,16.1,30.4,,No,No,No
3569,bruma,32.2,18.9,45.0,11.1,0,9.7,30.1,,No,No,No
1528,nublado,2.8,0.0,82.0,18.5,70,9.7,30.2,0.5,No,No,No
7453,despejado,17.8,8.9,56.0,,0,16.1,29.8,,No,No,No
8251,despejado,21.1,3.3,31.0,13.0,40,16.1,30.0,,No,No,No
8482,despejado,10.6,-1.1,44.0,13.0,60,16.1,30.3,,No,No,No
409,nublado,6.7,-4.4,45.0,,0,16.1,30.0,,No,No,No
2199,principalmente_nublado,22.8,18.9,79.0,9.3,0,16.1,30.0,,No,No,No
4260,despejado,11.1,6.1,71.0,0.0,0,16.1,29.8,,No,No,No
2157,despejado,-3.3,-15.0,41.0,14.8,310,16.1,30.3,,No,No,No
24,principalmente_nublado,25.0,15.6,56.0,16.7,60,14.5,30.1,,No,No,No
5594,nublado,23.3,18.3,73.0,11.1,0,14.5,30.0,,No,No,No
567,lluvia fuerte,21.1,19.4,90.0,0.0,0,1.2,30.0,2.5,No,Si,No
876,nublado,8.9,2.2,63.0,11.1,80,16.1,30.1,0.3,No,No,No
5027,nublado,5.6,-1.1,62.0,14.8,240,16.1,30.1,,No,No,No
4076,despejado,-12.8,-26.7,31.0,25.9,310,16.1,30.3,,No,No,No
117,despejado,15.6,-2.8,28.0,13.0,230,16.1,29.8,,No,No,No
7945,llovizna,13.3,12.2,93.0,9.3,0,6.4,29.9,1.3,No,Si,No
142,despejado,22.0,19.0,83.0,0.0,0,16.1,29.9,,No,No,No
6268,nublado,10.0,0.0,50.0,7.4,90,16.1,30.1,,No,No,No
7380,principalmente_nublado,6.1,1.7,74.0,5.6,110,16.1,30.4,,No,No,No
7439,desconocido,15.0,-4.0,27.0,,0,,,,No,No,No
1957,nubes dispersas,5.0,-6.1,45.0,16.7,60,16.1,30.1,,No,No,No
8058,nublado,6.1,1.1,71.0,7.4,0,16.1,30.4,,No,No,No
5241,despejado,12.8,3.3,53.0,0.0,0,16.1,30.2,,No,No,No
8106,despejado,16.1,11.1,72.0,9.3,0,16.1,30.3,,No,No,No
6286,desconocido,13.0,-5.0,29.0,,0,,,,No,No,No
5009,bruma,8.9,5.6,80.0,9.3,0,9.7,29.7,,No,No,No
6947,desconocido,18.0,2.0,34.0,,0,,,,No,No,No
5656,llovizna,17.8,15.6,87.0,7.4,0,6.4,29.8,1.3,No,Si,No
1381,despejado,7.2,-2.2,52.0,9.3,160,16.1,30.4,,No,No,No
3286,nublado,12.8,3.3,53.0,0.0,0,16.1,30.0,,No,No,No
3404,despejado,7.2,-3.9,46.0,,0,16.1,30.1,,No,No,No
570,despejado,23.9,6.7,33.0,9.3,0,16.1,29.9,,No,No,No
1650,despejado,-2.2,-17.2,31.0,7.4,0,16.1,30.0,,No,No,No
6110,nublado,7.8,-1.7,51.0,14.8,50,16.1,30.1,0.0,No,No,No
1510,despejado,5.0,-7.8,40.0,16.7,260,16.1,29.9,,No,No,No
5625,nublado,-6.1,-18.9,36.0,22.2,310,16.1,30.0,,No,No,No
6274,principalmente_nublado,26.1,21.7,77.0,16.7,260,11.3,29.8,,No,No,No
6332,despejado,3.9,-5.6,50.0,5.6,0,16.1,30.2,,No,No,No
864,nublado,4.4,-1.1,68.0,13.0,250,16.1,29.4,,No,No,No
7450,despejado,28.9,6.1,24.0,0.0,0,16.1,29.9,,No,No,No
3393,despejado,3.3,-13.3,29.0,14.8,40,16.1,30.1,,No,No,No
436,despejado,3.9,-7.2,45.0,14.8,290,16.1,30.0,,No,No,No
3025,despejado,23.9,10.6,43.0,11.1,40,16.1,30.1,,No,No,No
7925,despejado,-4.4,-13.3,51.0,7.4,0,12.9,30.0,,No,No,No
8345,parcialmente nublado,8.9,-12.8,21.0,11.1,0,16.1,29.8,,No,No,No
528,principalmente_nublado,23.3,18.3,73.0,5.6,0,11.3,30.0,,No,No,No
4133,nublado,6.1,-2.2,56.0,9.3,0,16.1,29.9,0.0,No,No,No
2753,nublado,11.1,6.1,71.0,11.1,0,16.1,29.7,,No,No,No
8095,principalmente_nublado,20.0,13.3,65.0,11.1,0,11.3,29.9,,No,No,No
7250,despejado,2.8,-6.7,50.0,9.3,350,16.1,30.1,,No,No,No
3840,despejado,-6.1,-16.1,46.0,20.4,20,16.1,30.2,,No,No,No
3601,parcialmente nublado,19.4,13.3,68.0,9.3,20,16.1,30.1,,No,No,No
732,despejado,8.3,3.3,71.0,7.4,0,16.1,30.0,,No,No,No
6954,nubes dispersas,8.9,3.3,68.0,16.7,290,16.1,29.5,,No,No,No
6379,desconocido,9.0,0.0,54.0,,0,,,,No,No,No
572,despejado,19.4,9.4,52.0,11.1,0,16.1,29.9,,No,No,No
1403,despejado,12.8,-2.8,34.0,16.7,30,16.1,30.0,,No,No,No
8187,despejado,22.2,13.9,59.0,9.3,260,16.1,30.1,,No,No,No
1963,nublado,-6.1,-13.9,55.0,13.0,60,16.1,30.5,,No,No,No
7398,nublado,17.0,14.0,82.0,0.0,0,11.3,30.1,,No,No,No
7992,despejado,5.6,-11.7,28.0,22.2,310,16.1,29.7,,No,No,No
2893,despejado,28.3,6.1,24.0,0.0,0,16.1,29.9,,No,No,No
6155,lluvia fuerte,20.6,20.0,96.0,0.0,0,1.2,30.1,0.8,No,Si,No
3428,llovizna,18.9,17.8,93.0,11.1,210,4.8,29.6,2.8,No,Si,No
6891,despejado,2.2,-8.9,44.0,7.4,290,16.1,30.3,,No,No,No
3160,despejado,18.9,10.0,56.0,5.6,0,14.5,29.9,,No,No,No
8108,despejado,-2.2,-10.6,53.0,7.4,0,16.1,30.2,,No,No,No
5054,despejado,10.6,2.2,56.0,13.0,150,16.1,30.2,,No,No,No
4643,lluvia fuerte,18.9,17.2,90.0,9.3,0,1.2,29.8,0.8,No,Si,No
769,despejado,25.6,13.9,48.0,16.7,180,14.5,30.0,,No,No,No
5354,despejado,7.2,-6.7,37.0,0.0,0,16.1,30.2,,No,No,No
3068,despejado,13.9,10.6,81.0,0.0,0,16.1,29.9,,No,No,No
273,nublado,12.2,-1.1,40.0,16.7,100,16.1,30.1,,No,No,No
7553,principalmente_nublado,6.7,1.7,71.0,5.6,0,16.1,30.4,,No,No,No
1746,nublado,-7.2,-16.7,47.0,20.4,10,16.1,30.3,,No,No,No
2602,lluvia fuerte,20.6,19.4,93.0,5.6,150,2.0,29.9,6.1,No,Si,No
2250,nublado,-1.7,-10.6,51.0,11.1,0,16.1,30.0,,No,No,No
1604,nublado,21.7,20.6,93.0,0.0,0,9.7,29.8,,No,No,No
2881,nublado,11.1,8.9,86.0,9.3,0,12.9,29.8,,No,No,No
5582,nublado,2.2,-7.2,50.0,13.0,280,16.1,29.6,,No,No,No
8385,despejado,13.9,-7.8,22.0,14.8,60,16.1,30.5,,No,No,No
5429,nublado,3.9,-8.3,41.0,9.3,0,16.1,30.0,,No,No,No
2588,despejado,15.0,-3.3,28.0,14.8,240,16.1,29.8,,No,No,No
6861,despejado,22.0,20.0,88.0,7.4,260,16.1,29.9,,No,No,No
4923,despejado,16.1,-3.3,26.0,7.4,60,16.1,30.0,,No,No,No
5006,despejado,18.9,17.8,93.0,5.6,0,12.9,29.6,,No,No,No
4693,nublado,13.3,5.6,60.0,9.3,0,16.1,29.8,,No,No,No
7718,despejado,6.1,-8.9,34.0,11.1,280,16.1,30.2,,No,No,No
4447,nublado,11.7,-3.9,34.0,9.3,0,16.1,29.8,,No,No,No
836,nublado,15.6,6.1,53.0,0.0,0,16.1,30.1,,No,No,No
6994,despejado,3.3,-6.7,48.0,9.3,0,16.1,30.4,,No,No,No
3198,despejado,21.7,-2.2,20.0,11.1,280,16.1,29.9,,No,No,No
5020,despejado,7.2,-6.1,39.0,25.9,180,16.1,30.1,,No,No,No
3596,nublado,6.1,4.4,89.0,7.4,0,12.9,29.5,0.3,No,No,No
6747,despejado,12.2,-1.1,40.0,11.1,80,16.1,30.3,,No,No,No
1216,despejado,13.9,0.0,39.0,9.3,0,16.1,30.2,,No,No,No
3557,despejado,-1.1,-11.1,47.0,9.3,0,16.1,30.2,,No,No,No
5850,nublado,8.3,1.1,61.0,,0,16.1,30.4,,No,No,No
8410,despejado,-2.8,-13.3,45.0,13.0,30,16.1,30.2,,No,No,No
4363,nublado,10.0,8.3,89.0,16.7,70,4.8,29.8,0.3,No,No,No
3247,despejado,13.9,11.7,87.0,5.6,40,16.1,30.3,,No,No,No
3363,nublado,11.7,1.1,48.0,5.6,0,16.1,30.1,,No,No,No
6692,despejado,28.3,13.3,39.0,5.6,0,14.5,30.1,,No,No,No
3134,principalmente_nublado,-6.7,-22.2,29.0,16.7,280,16.1,30.0,,No,No,No
6896,nieve ligera,-1.1,-3.9,82.0,18.5,60,1.2,30.1,0.3,No,No,Si
220,llovizna,12.8,11.7,93.0,16.7,170,4.0,29.6,0.0,No,Si,No
2924,despejado,5.6,-4.4,49.0,7.4,0,16.1,30.4,,No,No,No
3058,despejado,6.1,-11.7,27.0,22.2,60,16.1,30.1,,No,No,No
4806,lluvia congelante ligera,0.6,-1.1,89.0,13.0,90,4.8,30.2,0.8,No,Si,No
3707,nublado,20.0,5.0,37.0,13.0,280,16.1,29.8,,No,No,No
6419,principalmente_nublado,7.2,-3.3,48.0,16.7,310,16.1,30.1,,No,No,No
6507,nublado,23.9,15.6,60.0,16.7,10,16.1,30.0,,No,No,No
3552,nublado,12.2,8.9,80.0,14.8,70,16.1,29.8,,No,No,No
3029,despejado,6.7,-1.7,55.0,11.1,0,16.1,29.9,,No,No,No
5792,despejado,21.1,7.8,42.0,13.0,50,16.1,29.8,,No,No,No
611,nublado,7.2,5.0,86.0,11.1,70,6.4,29.9,,No,No,No
4513,despejado,23.3,15.0,59.0,,0,14.5,30.1,,No,No,No
7143,nublado,15.6,11.7,78.0,14.8,60,16.1,30.3,,No,No,No
2561,despejado,15.0,12.2,83.0,0.0,0,11.3,30.3,,No,No,No
1314,despejado,-4.4,-16.7,38.0,25.9,300,16.1,30.0,,No,No,No
5298,nublado,8.9,6.7,86.0,,0,11.3,29.9,,No,No,No
8366,desconocido,17.6,13.6,77.0,,0,,,,No,No,No
8464,despejado,14.4,-0.6,36.0,0.0,0,16.1,30.1,,No,No,No
4312,parcialmente nublado,15.0,3.3,46.0,0.0,0,16.1,29.9,,No,No,No
708,despejado,6.1,-3.3,51.0,9.3,300,16.1,30.0,,No,No,No
6438,despejado,4.4,-3.9,55.0,7.4,290,16.1,30.3,,No,No,No
1605,bruma,28.9,17.2,49.0,5.6,0,9.7,30.1,,No,No,No
6189,despejado,12.2,6.1,66.0,9.3,250,16.1,29.9,,No,No,No
3071,despejado,8.9,-3.3,42.0,5.6,0,16.1,29.8,,No,No,No
6397,nublado,12.2,5.6,64.0,13.0,80,16.1,29.7,,No,No,No
2749,despejado,12.2,2.8,53.0,13.0,320,16.1,30.2,,No,No,No
6677,lluvia,13.9,12.2,89.0,9.3,170,2.4,30.0,2.8,No,Si,No
7894,nublado,7.8,-2.2,50.0,18.5,290,16.1,29.9,,No,No,No
6372,nublado,12.2,6.1,66.0,0.0,0,16.1,29.6,,No,No,No
4714,principalmente_nublado,17.2,8.3,56.0,0.0,0,16.1,29.9,,No,No,No
5752,despejado,7.2,1.1,65.0,0.0,0,16.1,30.4,,No,No,No
7186,nieve ligera,0.0,-1.7,88.0,20.4,30,0.8,30.1,0.0,Si,No,Si
5558,nubes dispersas,8.9,0.0,54.0,13.0,280,16.1,30.0,,No,No,No
6338,nublado,13.3,11.7,90.0,24.1,170,11.3,29.8,0.0,No,No,No
1608,nublado,7.2,3.9,80.0,13.0,290,16.1,29.5,,No,No,No
955,despejado,6.1,-2.2,56.0,5.6,220,16.1,30.3,,No,No,No
3395,despejado,12.8,5.6,62.0,13.0,280,16.1,30.1,,No,No,No
4971,nublado,3.9,-7.8,43.0,11.1,0,16.1,30.0,,No,No,No
6276,nieve,-3.3,-6.1,81.0,7.4,0,0.8,30.4,0.8,No,No,Si
1429,nublado,18.9,7.2,47.0,5.6,0,16.1,29.8,,No,No,No
7487,despejado,18.3,12.8,70.0,11.1,160,14.5,30.3,,No,No,No
945,despejado,18.9,17.8,93.0,9.3,0,6.4,29.6,,No,No,No
7275,parcialmente nublado,15.6,8.3,62.0,13.0,60,11.3,29.6,,No,No,No
6156,nublado,8.9,3.9,71.0,7.4,0,12.9,30.0,,No,No,No
4969,nublado,11.7,3.9,59.0,5.6,0,16.1,29.2,,No,No,No
4837,principalmente_nublado,24.4,16.1,60.0,9.3,60,12.9,30.0,,No,No,No
3189,despejado,17.8,10.0,60.0,5.6,280,14.5,30.1,,No,No,No
1841,desconocido,15.0,2.0,42.0,,0,,,,No,No,No
6255,nublado,16.7,14.4,86.0,0.0,0,14.5,30.1,,No,No,No
1172,principalmente_nublado,11.7,1.1,48.0,11.1,0,16.1,30.0,,No,No,No
863,nublado,6.1,1.7,74.0,7.4,0,16.1,30.4,,No,No,No
2065,llovizna,8.9,7.2,89.0,16.7,60,9.7,29.7,3.0,No,Si,No
266,nublado,11.0,9.0,88.0,7.4,90,4.8,29.9,,No,No,No
103,nublado,26.1,14.4,48.0,18.5,360,16.1,30.0,,No,No,No
5543,nublado,16.1,11.7,75.0,,0,16.1,29.9,0.0,No,No,No
2934,despejado,21.7,5.6,35.0,7.4,0,16.1,29.9,,No,No,No
7811,despejado,19.4,11.7,61.0,7.4,0,16.1,30.3,,No,No,No
637,parcialmente nublado,12.8,3.9,55.0,,0,16.1,29.4,,No,No,No
1270,despejado,8.9,0.0,54.0,16.7,170,16.1,30.4,,No,No,No
7311,despejado,13.9,-0.6,37.0,14.8,250,16.1,29.8,,No,No,No
5573,nubes dispersas,22.2,12.8,55.0,7.4,0,16.1,29.8,,No,No,No
2201,lluvia,5.6,3.9,89.0,9.3,70,2.0,29.8,5.8,No,Si,No
5897,bruma,29.4,17.8,49.0,5.6,0,9.7,30.0,,No,No,No
7456,llovizna,6.7,5.6,93.0,7.4,70,4.0,29.7,1.3,No,Si,No
364,nublado,13.3,12.2,93.0,9.3,0,6.4,29.5,1.8,No,No,No
3370,despejado,10.6,6.1,74.0,0.0,0,16.1,29.8,,No,No,No
4333,desconocido,19.0,13.0,68.0,,0,,,,No,No,No
4451,despejado,14.4,3.3,47.0,16.7,250,16.1,29.8,,No,No,No
8145,nublado,12.2,6.1,66.0,0.0,0,16.1,29.6,,No,No,No
2037,nublado,9.4,3.9,69.0,0.0,0,16.1,30.1,,No,No,No
1652,nieve ligera,-0.6,-3.3,82.0,5.6,10,2.0,30.2,0.3,No,No,Si
5575,despejado,11.7,-1.7,40.0,11.1,180,16.1,29.8,,No,No,No
2802,despejado,14.4,-0.6,36.0,5.6,0,16.1,29.9,,No,No,No
85,principalmente_nublado,6.1,-2.8,53.0,16.7,310,16.1,30.1,,No,No,No
6362,despejado,5.0,-7.8,40.0,22.2,260,16.1,29.9,,No,No,No
5088,llovizna,21.7,20.6,93.0,0.0,0,4.8,29.8,12.7,No,Si,No
6219,nublado,3.3,-8.9,41.0,5.6,0,16.1,30.2,,No,No,No
3305,despejado,9.4,-7.8,29.0,11.1,360,16.1,30.2,,No,No,No
8238,bruma,24.4,17.2,64.0,13.0,160,9.7,29.9,,No,No,No
5368,lluvia,6.1,5.0,93.0,13.0,70,4.0,29.8,1.0,No,Si,No
1675,despejado,13.9,12.2,89.0,0.0,0,9.7,30.3,,No,No,No
120,llovizna,6.7,5.6,93.0,7.4,70,4.0,29.7,1.3,No,Si,No
498,despejado,27.2,5.0,24.0,9.3,0,12.9,30.0,,No,No,No
4065,nublado,7.8,4.4,79.0,7.4,0,12.9,30.0,,No,No,No
4596,principalmente_nublado,4.4,-1.1,68.0,14.8,250,16.1,29.4,,No,No,No
3682,despejado,17.8,-5.6,20.0,0.0,0,16.1,30.4,,No,No,No
2616,nublado,3.9,-5.0,53.0,16.7,50,16.1,30.0,,No,No,No
7664,despejado,14.4,-8.3,20.0,9.3,0,16.1,30.4,,No,No,No
5115,nublado,11.1,9.4,89.0,5.6,90,9.7,29.8,,No,No,No
4687,despejado,-5.0,-17.2,39.0,14.8,300,16.1,29.9,,No,No,No
868,principalmente_nublado,-6.7,-22.2,29.0,16.7,280,16.1,30.0,,No,No,No
1985,despejado,27.0,9.0,32.0,5.6,320,16.1,30.0,,No,No,No
5405,despejado,12.8,0.6,43.0,13.0,220,16.1,29.8,,No,No,No
382,despejado,22.0,19.0,83.0,0.0,0,16.1,29.9,,No,No,No
6500,principalmente_nublado,16.1,10.6,70.0,9.3,0,16.1,30.4,,No,No,No
6495,desconocido,13.0,-2.0,36.0,,0,,,,No,No,No
6775,nublado,1.7,-8.3,48.0,13.0,10,16.1,29.8,,No,No,No
7746,despejado,19.4,5.0,39.0,13.0,70,16.1,30.3,,No,No,No
175,parcialmente nublado,13.3,8.3,72.0,13.0,70,16.1,30.4,,No,No,No
905,nublado,8.9,5.0,77.0,16.7,60,14.5,29.9,,No,No,No
4353,despejado,14.4,11.1,81.0,0.0,0,16.1,30.3,,No,No,No
6186,despejado,13.9,7.2,64.0,0.0,0,16.1,30.1,,No,No,No
2492,nublado,22.2,20.6,91.0,9.3,0,9.7,29.8,,No,No,No
6627,despejado,23.0,13.0,53.0,0.0,0,16.1,30.0,,No,No,No
4104,nubes dispersas,7.2,2.8,74.0,,0,16.1,30.0,,No,No,No
5361,despejado,0.0,-13.9,35.0,13.0,30,16.1,30.3,,No,No,No
1375,nublado,22.2,12.8,55.0,5.6,0,16.1,29.8,,No,No,No
7598,despejado,8.9,-5.6,36.0,16.7,290,16.1,29.8,,No,No,No
7725,despejado,16.7,2.8,39.0,18.5,30,16.1,29.9,,No,No,No
5194,parcialmente nublado,15.0,3.3,46.0,0.0,0,16.1,29.9,,No,No,No
7325,desconocido,20.0,8.9,49.0,9.3,300,16.1,29.9,,No,No,No
8154,principalmente_nublado,12.8,-5.6,28.0,5.6,0,16.1,29.8,,No,No,No
5303,despejado,27.8,18.3,56.0,0.0,0,11.3,30.1,,No,No,No
4134,nubes dispersas,-1.1,-4.4,79.0,0.0,0,14.5,29.7,,No,No,No
1859,bruma,22.2,19.4,84.0,0.0,0,9.7,29.9,,No,No,No
2133,nublado,8.9,5.6,80.0,20.4,30,16.1,29.8,,No,No,No
1369,despejado,23.9,3.3,26.0,5.6,0,16.1,30.2,,No,No,No
7117,nubes dispersas,4.4,-8.3,40.0,5.6,0,16.1,30.3,,No,No,No
67,despejado,13.9,6.7,62.0,9.3,310,16.1,30.0,,No,No,No
7532,despejado,12.2,5.6,64.0,7.4,0,16.1,29.9,,No,No,No
8370,despejado,-9.4,-25.6,27.0,0.0,0,16.1,30.5,,No,No,No
3131,despejado,17.2,5.0,45.0,0.0,0,16.1,30.1,,No,No,No
1996,despejado,15.6,0.0,35.0,9.3,0,16.1,29.8,,No,No,No
6773,desconocido,12.0,0.0,44.0,,0,,,,No,No,No
5383,despejado,29.4,7.2,25.0,5.6,0,12.9,30.1,,No,No,No
7951,nublado,10.6,-0.6,46.0,14.8,310,16.1,30.0,,No,No,No
1517,nublado,10.6,2.8,59.0,5.6,0,16.1,29.8,0.0,No,No,No
8206,bruma,27.8,17.2,52.0,9.3,0,9.7,30.0,,No,No,No
4366,despejado,11.7,6.1,69.0,0.0,0,16.1,29.9,,No,No,No
2465,despejado,17.0,6.0,48.0,13.0,190,16.1,29.8,,No,No,No
5915,nublado,8.3,5.6,83.0,14.8,50,16.1,29.7,,No,No,No
4292,desconocido,7.0,-3.0,49.0,,0,,,,No,No,No
7846,nublado,8.9,3.9,71.0,7.4,0,16.1,30.2,,No,No,No
920,despejado,15.6,4.4,47.0,9.3,0,16.1,30.1,,No,No,No
5885,despejado,29.4,6.7,24.0,7.4,0,11.3,30.0,,No,No,No
1348,despejado,8.3,1.1,61.0,9.3,0,16.1,30.2,,No,No,No
1191,nublado,10.0,3.3,63.0,9.3,0,16.1,29.9,,No,No,No
1463,nublado,10.6,5.6,71.0,0.0,0,16.1,29.5,,No,No,No
2418,despejado,1.7,-12.8,34.0,9.3,270,16.1,30.4,,No,No,No
5698,despejado,4.4,-13.9,26.0,7.4,0,16.1,29.9,,No,No,No
2777,despejado,9.4,-4.4,38.0,7.4,60,16.1,30.3,,No,No,No
7308,despejado,7.2,1.1,65.0,7.4,0,16.1,30.2,,No,No,No
1664,despejado,6.7,-8.9,32.0,5.6,0,16.1,30.2,,No,No,No
6479,despejado,11.1,-5.6,31.0,16.7,300,16.1,29.8,,No,No,No
467,nublado,25.0,20.6,76.0,5.6,0,16.1,29.8,,No,No,No
